# c0-circularity,c0-dist_max,c0-dist_min,c0-dist_ratio,c0-irregularity,c0-irregularity2,c0-n2_avg,c0-n2_stddev,c0-n2_wavg,c0-n2_wdist,c0-n2_wiavg,c0-n_avg,c0-n_stddev,c0-n_wavg,c0-n_wdist,c0-n_wiavg,c0-perimeter,c0-roisize
2.198489189147949219e+00,2.662705421447753906e+01,2.000000000000000000e+00,7.511157542467117310e-02,8.874706625938415527e-01,1.486482471227645874e-01,1.040184020996093750e+01,3.425018072128295898e+00,2.140963134765625000e+03,2.235720825195312500e+02,2.405562102794647217e-01,8.990644073486328125e+01,4.158332061767578125e+01,1.786078906250000000e+04,2.235720825195312500e+02,2.126667499542236328e+00,1.990000000000000000e+02,6.520000000000000000e+02
2.415316104888916016e+00,1.902629852294921875e+01,2.000000000000000000e+00,1.051176637411117554e-01,7.696598768234252930e-01,4.130783304572105408e-02,1.107012939453125000e+01,3.355307817459106445e+00,1.244231201171875000e+03,1.106675338745117188e+02,3.624636530876159668e-01,1.002415618896484375e+02,4.752780151367187500e+01,1.136650390625000000e+04,1.106675338745117188e+02,3.248931884765625000e+00,1.680000000000000000e+02,3.850000000000000000e+02
1.345215320587158203e+00,2.402082443237304688e+01,1.300000000000000000e+01,5.411970615386962891e-01,3.670945167541503906e-01,2.299680560827255249e-02,2.878346443176269531e+01,7.798595428466796875e+00,5.016501953125000000e+03,1.831653594970703125e+02,5.264906287193298340e-01,1.081181106567382812e+02,4.062470245361328125e+01,1.847314843750000000e+04,1.831653594970703125e+02,2.001581668853759766e+00,1.520000000000000000e+02,1.016000000000000000e+03
1.403750538825988770e+00,1.878829383850097656e+01,1.063014602661132812e+01,5.657855868339538574e-01,2.643657922744750977e-01,2.984471619129180908e-03,1.787500000000000000e+01,5.860103607177734375e+00,2.054275878906250000e+03,1.239932098388671875e+02,4.893505871295928955e-01,8.869157409667968750e+01,4.040786743164062500e+01,9.879653320312500000e+03,1.239932098388671875e+02,2.570995092391967773e+00,1.350000000000000000e+02,7.360000000000000000e+02
1.661392807960510254e+00,1.612451553344726562e+01,5.656854152679443359e+00,3.508231937885284424e-01,3.717377781867980957e-01,1.343883760273456573e-02,1.009677410125732422e+01,3.605744123458862305e+00,8.246924438476562500e+02,8.988387298583984375e+01,3.637966811656951904e-01,8.981935119628906250e+01,4.000099182128906250e+01,7.151750488281250000e+03,8.988387298583984375e+01,3.302265405654907227e+00,1.270000000000000000e+02,4.650000000000000000e+02
1.868702888488769531e+00,3.452535247802734375e+01,7.810249805450439453e+00,2.262178063392639160e-01,7.835523486137390137e-01,3.287897258996963501e-02,1.862253379821777344e+01,6.082271575927734375e+00,5.368714843750000000e+03,2.975008239746093750e+02,2.426250874996185303e-01,1.036274642944335938e+02,4.307003021240234375e+01,2.962003906250000000e+04,2.975008239746093750e+02,1.304611206054687500e+00,2.310000000000000000e+02,1.216000000000000000e+03
1.520967483520507812e+00,1.802775573730468750e+01,3.605551242828369141e+00,2.000000029802322388e-01,4.563467800617218018e-01,4.803791269659996033e-02,1.539648437500000000e+01,4.380733966827392578e+00,1.645898437500000000e+03,1.093945312500000000e+02,4.567431211471557617e-01,1.042187500000000000e+02,4.854052734375000000e+01,1.097721093750000000e+04,1.093945312500000000e+02,3.092919349670410156e+00,1.220000000000000000e+02,5.120000000000000000e+02
1.453658699989318848e+00,1.772004508972167969e+01,9.486832618713378906e+00,5.353729724884033203e-01,3.046954274177551270e-01,2.968210168182849884e-02,1.413127994537353516e+01,5.245029449462890625e+00,1.425157226562500000e+03,1.107536468505859375e+02,4.081698656082153320e-01,9.487196350097656250e+01,4.461292648315429688e+01,9.316014648437500000e+03,1.107536468505859375e+02,2.797956705093383789e+00,1.280000000000000000e+02,6.170000000000000000e+02
2.469953775405883789e+00,2.280350875854492188e+01,3.162277698516845703e+00,1.386750489473342896e-01,8.597306013107299805e-01,9.288257360458374023e-02,1.100000000000000000e+01,3.668594598770141602e+00,1.580677368164062500e+03,1.564858856201171875e+02,3.513754606246948242e-01,1.021431427001953125e+02,4.676692199707031250e+01,1.419330859375000000e+04,1.564858856201171875e+02,3.374457597732543945e+00,1.950000000000000000e+02,4.960000000000000000e+02
1.657056450843811035e+00,2.451530075073242188e+01,7.000000000000000000e+00,2.855359613895416260e-01,6.019475460052490234e-01,3.454217687249183655e-02,1.645454597473144531e+01,5.470206260681152344e+00,3.038420898437500000e+03,1.917246704101562500e+02,3.798911273479461670e-01,8.117792510986328125e+01,3.871382522583007812e+01,1.473941308593750000e+04,1.917246704101562500e+02,1.940694332122802734e+00,1.630000000000000000e+02,7.700000000000000000e+02
1.829166650772094727e+00,1.581138801574707031e+01,5.000000000000000000e+00,3.162277638912200928e-01,5.426589846611022949e-01,3.735780715942382812e-02,9.347457885742187500e+00,3.761389732360839844e+00,6.245423583984375000e+02,7.039547729492187500e+01,4.171938300132751465e-01,9.684463500976562500e+01,4.361167907714843750e+01,6.429740234375000000e+03,7.039547729492187500e+01,4.365944385528564453e+00,1.220000000000000000e+02,3.540000000000000000e+02
2.091287851333618164e+00,2.343074989318847656e+01,4.123105525970458984e+00,1.759698539972305298e-01,7.614093422889709473e-01,2.845221012830734253e-02,1.218353366851806641e+01,3.842554807662963867e+00,1.605825073242187500e+03,1.402778778076171875e+02,3.684811294078826904e-01,9.937049865722656250e+01,4.665037536621093750e+01,1.268915625000000000e+04,1.402778778076171875e+02,3.180403709411621094e+00,1.790000000000000000e+02,5.830000000000000000e+02
1.440313339233398438e+00,1.860107612609863281e+01,8.544003486633300781e+00,4.593284726142883301e-01,3.765155375003814697e-01,2.870160154998302460e-02,9.750410079956054688e+00,4.089472770690917969e+00,1.168144531250000000e+03,1.126584548950195312e+02,2.156826406717300415e-01,8.242200469970703125e+01,4.343807220458984375e+01,1.002429882812500000e+04,1.126584548950195312e+02,1.724636435508728027e+00,1.260000000000000000e+02,6.090000000000000000e+02
1.723658561706542969e+00,2.319482612609863281e+01,5.000000000000000000e+00,2.155653089284896851e-01,5.407887697219848633e-01,4.215767607092857361e-02,1.197456455230712891e+01,4.027139186859130859e+00,1.864739013671875000e+03,1.649263763427734375e+02,3.007838726043701172e-01,1.040870132446289062e+02,4.665372467041015625e+01,1.588799707031250000e+04,1.649263763427734375e+02,2.725097417831420898e+00,1.670000000000000000e+02,7.470000000000000000e+02
1.755477666854858398e+00,2.137755775451660156e+01,5.830951690673828125e+00,2.727604210376739502e-01,6.463761329650878906e-01,4.471408203244209290e-02,1.270250892639160156e+01,3.552786588668823242e+00,1.543042968750000000e+03,1.219946212768554688e+02,3.422182798385620117e-01,1.110788497924804688e+02,4.530785369873046875e+01,1.346906250000000000e+04,1.219946212768554688e+02,2.928518056869506836e+00,1.470000000000000000e+02,5.580000000000000000e+02
1.326719164848327637e+00,1.431782150268554688e+01,6.708203792572021484e+00,4.685212969779968262e-01,4.768663942813873291e-01,2.736027725040912628e-02,9.799372673034667969e+00,3.451897621154785156e+00,5.748746337890625000e+02,5.729467010498046875e+01,4.392351210117340088e-01,1.105799407958984375e+02,4.887294769287109375e+01,6.526416992187500000e+03,5.729467010498046875e+01,4.946450710296630859e+00,8.400000000000000000e+01,3.190000000000000000e+02
2.935377597808837891e+00,2.408318901062011719e+01,1.000000000000000000e+00,4.152274131774902344e-02,1.066293001174926758e+00,1.274201720952987671e-01,9.147650718688964844e+00,3.115941524505615234e+00,1.656923950195312500e+03,1.880335540771484375e+02,1.459662020206451416e-01,9.452572631835937500e+01,3.613761138916015625e+01,1.704518554687500000e+04,1.880335540771484375e+02,1.500427722930908203e+00,2.200000000000000000e+02,4.470000000000000000e+02
1.343564867973327637e+00,1.910497283935546875e+01,7.280109882354736328e+00,3.810583651065826416e-01,4.438648223876953125e-01,2.800222113728523254e-02,2.988507652282714844e+01,9.748671531677246094e+00,3.310379150390625000e+03,1.211938247680664062e+02,8.705534934997558594e-01,1.086826782226562500e+02,5.077547073364257812e+01,1.155013183593750000e+04,1.211938247680664062e+02,3.249495983123779297e+00,1.150000000000000000e+02,5.830000000000000000e+02
2.368138790130615234e+00,2.529822158813476562e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.050424695014953613e-01,-2.811173908412456512e-03,9.348876953125000000e+00,3.204540014266967773e+00,1.735464599609375000e+03,1.876079406738281250e+02,1.924903094768524170e-01,8.926597595214843750e+01,3.889550018310546875e+01,1.651988671875000000e+04,1.876079406738281250e+02,1.843267083168029785e+00,2.020000000000000000e+02,5.790000000000000000e+02
1.514953494071960449e+00,1.984943389892578125e+01,7.615773200988769531e+00,3.836770951747894287e-01,3.400816321372985840e-01,1.858726143836975098e-02,1.694375801086425781e+01,5.683586120605468750e+00,2.389423828125000000e+03,1.429780578613281250e+02,3.972536623477935791e-01,9.428943634033203125e+01,4.141574096679687500e+01,1.323825195312500000e+04,1.429780578613281250e+02,2.227094173431396484e+00,1.450000000000000000e+02,7.290000000000000000e+02
1.616629719734191895e+00,2.475883674621582031e+01,9.486832618713378906e+00,3.831695616245269775e-01,6.488510966300964355e-01,7.840158045291900635e-02,1.494466972351074219e+01,4.860309600830078125e+00,2.036340087890625000e+03,1.498960876464843750e+02,3.734295368194580078e-01,1.033832626342773438e+02,4.590768051147460938e+01,1.357347949218750000e+04,1.498960876464843750e+02,2.668760299682617188e+00,1.560000000000000000e+02,7.410000000000000000e+02
1.263336420059204102e+00,1.824828720092773438e+01,1.140175437927246094e+01,6.248123049736022949e-01,2.341259717941284180e-01,1.545066200196743011e-02,2.481643867492675781e+01,7.133203029632568359e+00,2.898878173828125000e+03,1.232739715576171875e+02,6.075478196144104004e-01,9.605890655517578125e+01,4.329641342163085938e+01,1.086883007812500000e+04,1.232739715576171875e+02,2.411863565444946289e+00,1.210000000000000000e+02,7.300000000000000000e+02
2.771884202957153320e+00,1.486606884002685547e+01,2.000000000000000000e+00,1.345345526933670044e-01,9.195530414581298828e-01,5.202050134539604187e-02,9.507389068603515625e+00,3.371942281723022461e+00,5.851576538085937500e+02,6.238916397094726562e+01,2.547735571861267090e-01,8.261083984375000000e+01,5.057913208007812500e+01,5.034014648437500000e+03,6.238916397094726562e+01,2.165176391601562500e+00,1.400000000000000000e+02,2.030000000000000000e+02
1.302416324615478516e+00,2.668332862854003906e+01,1.200000000000000000e+01,4.497190117835998535e-01,4.023600518703460693e-01,1.947524212300777435e-02,1.069325485229492188e+02,3.698575973510742188e+01,2.521170312500000000e+04,2.295143280029296875e+02,1.527235031127929688e+00,1.180472183227539062e+02,5.328800201416015625e+01,2.805698046875000000e+04,2.295143280029296875e+02,1.643966436386108398e+00,1.590000000000000000e+02,1.186000000000000000e+03
1.417762994766235352e+00,2.692582321166992188e+01,1.140175437927246094e+01,4.234505295753479004e-01,3.529442548751831055e-01,2.961705625057220459e-02,4.090747833251953125e+01,1.238193893432617188e+01,9.254155273437500000e+03,2.472852783203125000e+02,5.752758979797363281e-01,1.074186553955078125e+02,4.447170639038085938e+01,2.346672265625000000e+04,2.472852783203125000e+02,1.499428510665893555e+00,1.810000000000000000e+02,1.297000000000000000e+03
1.392934322357177734e+00,2.137755775451660156e+01,1.077032947540283203e+01,5.038147568702697754e-01,3.523633778095245361e-01,1.595653779804706573e-02,1.676420783996582031e+01,5.155337810516357422e+00,2.440635986328125000e+03,1.491463165283203125e+02,3.290081918239593506e-01,8.318984222412109375e+01,3.982338714599609375e+01,1.194675292968750000e+04,1.491463165283203125e+02,1.569930791854858398e+00,1.420000000000000000e+02,8.270000000000000000e+02
2.441782951354980469e+00,1.941648864746093750e+01,1.000000000000000000e+00,5.150261893868446350e-02,4.667323529720306396e-01,-7.643050700426101685e-02,1.127787303924560547e+01,3.688699245452880859e+00,1.488814697265625000e+03,1.346243591308593750e+02,2.903709411621093750e-01,1.111406555175781250e+02,4.945914459228515625e+01,1.456854394531250000e+04,1.346243591308593750e+02,2.981083393096923828e+00,2.090000000000000000e+02,5.830000000000000000e+02
1.567082643508911133e+00,1.835755920410156250e+01,5.385164737701416016e+00,2.933486104011535645e-01,7.412024140357971191e-01,6.170589849352836609e-02,9.964959144592285156e+00,3.456503629684448242e+00,8.020134887695312500e+02,8.621833038330078125e+01,4.314538240432739258e-01,8.891644287109375000e+01,4.407047271728515625e+01,6.938215820312500000e+03,8.621833038330078125e+01,4.019078731536865234e+00,1.070000000000000000e+02,3.710000000000000000e+02
1.598091483116149902e+00,2.435159111022949219e+01,8.544003486633300781e+00,3.508601784706115723e-01,4.980956912040710449e-01,5.854944512248039246e-02,1.523820495605468750e+01,4.727565288543701172e+00,2.890706542968750000e+03,1.988469543457031250e+02,2.848967611789703369e-01,9.328538513183593750e+01,4.307149124145507812e+01,1.728041601562500000e+04,1.988469543457031250e+02,1.705323934555053711e+00,1.670000000000000000e+02,8.690000000000000000e+02
1.350292444229125977e+00,2.343074989318847656e+01,1.118033981323242188e+01,4.771652817726135254e-01,3.755159676074981689e-01,2.886029332876205444e-02,2.357845115661621094e+01,6.399207592010498047e+00,4.171595214843750000e+03,1.790983276367187500e+02,4.295141100883483887e-01,1.104006271362304688e+02,4.531499481201171875e+01,1.940959960937500000e+04,1.790983276367187500e+02,1.992889165878295898e+00,1.480000000000000000e+02,9.560000000000000000e+02
1.456208109855651855e+00,1.886796188354492188e+01,8.246211051940917969e+00,4.370483160018920898e-01,3.572282791137695312e-01,2.301519364118576050e-02,1.257763957977294922e+01,4.082949638366699219e+00,1.568765502929687500e+03,1.247826080322265625e+02,2.978094816207885742e-01,1.018074569702148438e+02,4.336854553222656250e+01,1.269686621093750000e+04,1.247826080322265625e+02,2.355513334274291992e+00,1.310000000000000000e+02,6.440000000000000000e+02
2.394049406051635742e+00,2.121320343017578125e+01,1.000000000000000000e+00,4.714045301079750061e-02,4.890051186084747314e-01,3.240559715777635574e-03,1.486011886596679688e+01,5.261967658996582031e+00,2.035163696289062500e+03,1.481101226806640625e+02,3.669932782649993896e-01,9.314881134033203125e+01,4.968753433227539062e+01,1.223127832031250000e+04,1.481101226806640625e+02,2.454848289489746094e+00,2.200000000000000000e+02,6.720000000000000000e+02
1.742062330245971680e+00,1.403566837310791016e+01,3.605551242828369141e+00,2.568849027156829834e-01,6.141988039016723633e-01,4.860853403806686401e-02,8.929961204528808594e+00,2.720537662506103516e+00,5.047665405273437500e+02,5.952140045166015625e+01,4.909827709197998047e-01,1.080389099121093750e+02,4.956827545166015625e+01,5.944700195312500000e+03,5.952140045166015625e+01,6.170759677886962891e+00,9.900000000000000000e+01,2.570000000000000000e+02
1.262112259864807129e+00,2.022374916076660156e+01,1.360147094726562500e+01,6.725494265556335449e-01,2.121332436800003052e-01,1.085688732564449310e-02,4.693831253051757812e+01,1.209055233001708984e+01,6.901145996093750000e+03,1.547272796630859375e+02,9.172033071517944336e-01,1.350129852294921875e+02,4.670492172241210938e+01,1.949367187500000000e+04,1.547272796630859375e+02,2.650574445724487305e+00,1.360000000000000000e+02,9.240000000000000000e+02
1.405618667602539062e+00,1.334166431427001953e+01,5.000000000000000000e+00,3.747658431529998779e-01,4.448610842227935791e-01,3.858642652630805969e-02,9.164948463439941406e+00,3.701855182647705078e+00,4.669656372070312500e+02,5.831271362304687500e+01,5.400508046150207520e-01,9.617182159423828125e+01,4.968574905395507812e+01,4.702745605468750000e+03,5.831271362304687500e+01,5.967616558074951172e+00,8.500000000000000000e+01,2.910000000000000000e+02
1.405534982681274414e+00,2.668332862854003906e+01,1.077032947540283203e+01,4.036351740360260010e-01,4.495739936828613281e-01,2.723263762891292572e-02,5.308918762207031250e+01,1.462270259857177734e+01,1.104098242187500000e+04,2.278027038574218750e+02,9.983621239662170410e-01,1.164927902221679688e+02,4.143877029418945312e+01,2.355173828125000000e+04,2.278027038574218750e+02,2.279083251953125000e+00,1.660000000000000000e+02,1.110000000000000000e+03
1.473527908325195312e+00,1.878829383850097656e+01,4.472136020660400391e+00,2.380277812480926514e-01,5.056636929512023926e-01,2.332161180675029755e-02,1.314258193969726562e+01,4.492690086364746094e+00,1.384495239257812500e+03,1.045433502197265625e+02,3.786788284778594971e-01,8.634296417236328125e+01,4.242028427124023438e+01,9.124958007812500000e+03,1.045433502197265625e+02,2.447546720504760742e+00,1.190000000000000000e+02,5.190000000000000000e+02
1.612814188003540039e+00,2.441311073303222656e+01,6.708203792572021484e+00,2.747787535190582275e-01,5.721133351325988770e-01,6.955975294113159180e-02,2.218537139892578125e+01,9.192234039306640625e+00,3.398752929687500000e+03,1.759609069824218750e+02,5.613050460815429688e-01,8.267213439941406250e+01,4.425814819335937500e+01,1.211271582031250000e+04,1.759609069824218750e+02,2.193601608276367188e+00,1.610000000000000000e+02,7.930000000000000000e+02
1.496654272079467773e+00,1.702938652038574219e+01,8.246211051940917969e+00,4.842341840267181396e-01,3.027220070362091064e-01,7.383819203823804855e-03,1.116928482055664062e+01,3.550479888916015625e+00,1.095677124023437500e+03,9.893019104003906250e+01,3.340555131435394287e-01,9.154275512695312500e+01,4.524657058715820312e+01,8.935998046875000000e+03,9.893019104003906250e+01,2.817569017410278320e+00,1.270000000000000000e+02,5.730000000000000000e+02
1.462981820106506348e+00,2.408318901062011719e+01,1.208304595947265625e+01,5.017212033271789551e-01,3.814834058284759521e-01,2.599165774881839752e-02,2.203700065612792969e+01,8.095378875732421875e+00,3.614481933593750000e+03,1.882250061035156250e+02,4.617986083030700684e-01,1.000019989013671875e+02,4.488445663452148438e+01,1.586587011718750000e+04,1.882250061035156250e+02,2.164304018020629883e+00,1.640000000000000000e+02,1.000000000000000000e+03
1.337991714477539062e+00,2.308679199218750000e+01,9.000000000000000000e+00,3.898332715034484863e-01,3.080938458442687988e-01,1.112478412687778473e-02,4.124148178100585938e+01,1.156480693817138672e+01,6.866688476562500000e+03,1.828938598632812500e+02,7.192211151123046875e-01,9.731256103515625000e+01,3.987918853759765625e+01,1.546584277343750000e+04,1.828938598632812500e+02,1.694534897804260254e+00,1.520000000000000000e+02,1.027000000000000000e+03
1.639916300773620605e+00,2.662705421447753906e+01,1.000000000000000000e+00,3.755578771233558655e-02,2.452257722616195679e-01,-9.636811167001724243e-02,5.049065399169921875e+01,1.245074081420898438e+01,1.358770605468750000e+04,2.776475219726562500e+02,5.652958154678344727e-01,1.169586105346679688e+02,4.359108352661132812e+01,3.096614062500000000e+04,2.776475219726562500e+02,1.295549988746643066e+00,2.250000000000000000e+02,1.498000000000000000e+03
1.475164771080017090e+00,2.009975051879882812e+01,1.170469951629638672e+01,5.823305845260620117e-01,2.941118776798248291e-01,1.598065719008445740e-02,1.557677936553955078e+01,4.951707839965820312e+00,1.945213500976562500e+03,1.357153625488281250e+02,3.538433909416198730e-01,8.945817565917968750e+01,3.825586318969726562e+01,1.083649609375000000e+04,1.357153625488281250e+02,2.064405679702758789e+00,1.480000000000000000e+02,8.010000000000000000e+02
1.387918949127197266e+00,1.700000000000000000e+01,5.385164737701416016e+00,3.167743980884552002e-01,2.871380150318145752e-01,-7.110720034688711166e-03,1.691452980041503906e+01,5.908799648284912109e+00,1.596454711914062500e+03,1.021811981201171875e+02,4.572838544845581055e-01,8.210768890380859375e+01,4.434608840942382812e+01,7.402350585937500000e+03,1.021811981201171875e+02,2.187592506408691406e+00,1.190000000000000000e+02,5.850000000000000000e+02
1.373066306114196777e+00,1.581138801574707031e+01,7.071067810058593750e+00,4.472135901451110840e-01,4.716236889362335205e-01,3.233608230948448181e-02,1.364524459838867188e+01,5.529919624328613281e+00,8.908226318359375000e+02,7.322621917724609375e+01,6.664385199546813965e-01,1.060745468139648438e+02,5.033016967773437500e+01,6.780205566406250000e+03,7.322621917724609375e+01,5.369349479675292969e+00,9.600000000000000000e+01,3.890000000000000000e+02
1.651439785957336426e+00,2.280350875854492188e+01,6.708203792572021484e+00,2.941741943359375000e-01,5.744824409484863281e-01,6.511753797531127930e-02,1.195809268951416016e+01,3.407615661621093750e+00,1.950778930664062500e+03,1.652601165771484375e+02,2.805324196815490723e-01,1.202369918823242188e+02,4.570377731323242188e+01,1.952845507812500000e+04,1.652601165771484375e+02,2.823206186294555664e+00,1.540000000000000000e+02,6.920000000000000000e+02
2.179785728454589844e+00,2.109502220153808594e+01,2.000000000000000000e+00,9.480909258127212524e-02,1.031811833381652832e+00,9.504579752683639526e-02,9.050419807434082031e+00,3.322164535522460938e+00,1.045901977539062500e+03,1.138683471679687500e+02,3.279798030853271484e-01,9.996918487548828125e+01,4.706947708129882812e+01,1.160037207031250000e+04,1.138683471679687500e+02,3.638583898544311523e+00,1.460000000000000000e+02,3.570000000000000000e+02
1.694273114204406738e+00,1.769180679321289062e+01,5.000000000000000000e+00,2.826167047023773193e-01,6.469742655754089355e-01,5.920710787177085876e-02,1.025388622283935547e+01,3.522513628005981445e+00,8.139637451171875000e+02,8.403108978271484375e+01,4.317087829113006592e-01,1.053290176391601562e+02,4.488534164428710938e+01,8.244062500000000000e+03,8.403108978271484375e+01,4.541211128234863281e+00,1.180000000000000000e+02,3.860000000000000000e+02
2.819605112075805664e+00,2.247220420837402344e+01,2.000000000000000000e+00,8.899883180856704712e-02,4.949271678924560547e-01,-7.233884185552597046e-02,1.337265396118164062e+01,4.092291355133056641e+00,2.439975830078125000e+03,1.835120697021484375e+02,1.263381838798522949e-01,9.559651184082031250e+01,4.174035263061523438e+01,1.739844531250000000e+04,1.835120697021484375e+02,8.967472910881042480e-01,2.730000000000000000e+02,7.460000000000000000e+02
1.579882025718688965e+00,2.247220420837402344e+01,7.071067810058593750e+00,3.146583735942840576e-01,4.382087588310241699e-01,7.977944798767566681e-03,1.686476516723632812e+01,5.085390090942382812e+00,2.583210937500000000e+03,1.634317626953125000e+02,4.067388474941253662e-01,9.941811370849609375e+01,3.928048706054687500e+01,1.491045507812500000e+04,1.634317626953125000e+02,2.491657257080078125e+00,1.590000000000000000e+02,8.060000000000000000e+02
1.473686337471008301e+00,2.102379608154296875e+01,7.000000000000000000e+00,3.329560458660125732e-01,5.739586353302001953e-01,4.433038085699081421e-02,2.544670104980468750e+01,7.946438312530517578e+00,2.907340087890625000e+03,1.284500885009765625e+02,7.784789800643920898e-01,1.011505889892578125e+02,4.605636978149414062e+01,1.089750390625000000e+04,1.284500885009765625e+02,3.263450145721435547e+00,1.270000000000000000e+02,5.910000000000000000e+02
2.141001224517822266e+00,1.811077117919921875e+01,2.828427076339721680e+00,1.561737656593322754e-01,7.567923665046691895e-01,-1.817409135401248932e-02,9.171831130981445312e+00,3.034881114959716797e+00,7.367295532226562500e+02,8.307041931152343750e+01,3.586127161979675293e-01,1.016873245239257812e+02,4.302050018310546875e+01,8.090977539062500000e+03,8.307041931152343750e+01,3.974942445755004883e+00,1.430000000000000000e+02,3.550000000000000000e+02
1.368087053298950195e+00,2.000000000000000000e+01,8.602325439453125000e+00,4.301162660121917725e-01,4.029256403446197510e-01,4.604578763246536255e-02,1.449037075042724609e+01,4.345038414001464844e+00,1.956868164062500000e+03,1.326622161865234375e+02,3.574355244636535645e-01,1.052459259033203125e+02,4.814871215820312500e+01,1.434319140625000000e+04,1.326622161865234375e+02,2.604722261428833008e+00,1.260000000000000000e+02,6.750000000000000000e+02
2.016413927078247070e+00,3.189043807983398438e+01,3.605551242828369141e+00,1.130605787038803101e-01,5.117058157920837402e-01,-6.633092463016510010e-02,2.662430953979492188e+01,7.531900405883789062e+00,9.750725585937500000e+03,3.748750000000000000e+02,3.081874549388885498e-01,1.000911636352539062e+02,3.838840484619140625e+01,3.634669531250000000e+04,3.748750000000000000e+02,1.158873319625854492e+00,2.720000000000000000e+02,1.448000000000000000e+03
2.124156951904296875e+00,2.282542419433593750e+01,2.000000000000000000e+00,8.762159198522567749e-02,6.516868472099304199e-01,-5.825769156217575073e-02,1.265396785736083984e+01,4.514693260192871094e+00,1.653376220703125000e+03,1.411825408935546875e+02,1.873233765363693237e-01,1.026253967285156250e+02,4.795602035522460938e+01,1.307319042968750000e+04,1.411825408935546875e+02,1.535696506500244141e+00,1.890000000000000000e+02,6.300000000000000000e+02
1.353025436401367188e+00,1.140175437927246094e+01,5.000000000000000000e+00,4.385290145874023438e-01,4.959733784198760986e-01,4.041511192917823792e-02,1.966169166564941406e+01,7.506995201110839844e+00,6.307164306640625000e+02,3.794029998779296875e+01,1.666641712188720703e+00,8.716915130615234375e+01,4.785657119750976562e+01,2.572283691406250000e+03,3.794029998779296875e+01,8.179335594177246094e+00,6.800000000000000000e+01,2.010000000000000000e+02
1.351236939430236816e+00,1.923538398742675781e+01,9.219544410705566406e+00,4.793013036251068115e-01,3.447985053062438965e-01,2.171157300472259521e-02,7.408370208740234375e+01,2.037271118164062500e+01,7.868054199218750000e+03,1.200323028564453125e+02,2.148427963256835938e+00,1.127812042236328125e+02,4.679992294311523438e+01,1.118482128906250000e+04,1.200323028564453125e+02,3.522792816162109375e+00,1.250000000000000000e+02,6.810000000000000000e+02
1.503032088279724121e+00,2.376972770690917969e+01,1.204159450531005859e+01,5.065937042236328125e-01,2.223689407110214233e-01,-4.440478049218654633e-03,2.791566276550292969e+01,8.230313301086425781e+00,5.500927734375000000e+03,2.111277160644531250e+02,4.616948962211608887e-01,1.088289184570312500e+02,4.287714004516601562e+01,2.093057031250000000e+04,2.111277160644531250e+02,1.855638623237609863e+00,1.880000000000000000e+02,1.245000000000000000e+03
1.534395337104797363e+00,2.941088294982910156e+01,8.062257766723632812e+00,2.741249799728393555e-01,5.051373839378356934e-01,1.842633634805679321e-02,2.443097877502441406e+01,8.057402610778808594e+00,6.191113281250000000e+03,2.745593872070312500e+02,3.976377248764038086e-01,1.010666122436523438e+02,4.668530273437500000e+01,2.475806835937500000e+04,2.745593872070312500e+02,1.713853955268859863e+00,1.920000000000000000e+02,1.246000000000000000e+03
1.298007607460021973e+00,1.802775573730468750e+01,1.000000000000000000e+01,5.547001957893371582e-01,2.428597509860992432e-01,1.462435815483331680e-02,2.138975906372070312e+01,6.409039974212646484e+00,2.437718261718750000e+03,1.217382659912109375e+02,5.075205564498901367e-01,9.956045532226562500e+01,3.889761352539062500e+01,1.111124511718750000e+04,1.217382659912109375e+02,2.353775978088378906e+00,1.220000000000000000e+02,7.030000000000000000e+02
1.739537239074707031e+00,2.400000000000000000e+01,8.000000000000000000e+00,3.333333432674407959e-01,5.609449148178100586e-01,1.166014466434717178e-02,1.468251895904541016e+01,4.165585517883300781e+00,2.330122070312500000e+03,1.680706939697265625e+02,3.520562946796417236e-01,1.089640121459960938e+02,4.248865509033203125e+01,1.690911914062500000e+04,1.680706939697265625e+02,2.714950084686279297e+00,1.720000000000000000e+02,7.780000000000000000e+02
1.347483277320861816e+00,1.565247631072998047e+01,5.385164737701416016e+00,3.440455496311187744e-01,5.255354642868041992e-01,5.370309576392173767e-02,5.496337890625000000e+01,1.993354225158691406e+01,3.560721191406250000e+03,7.453239440917968750e+01,2.547830343246459961e+00,1.260591583251953125e+02,5.351159667968750000e+01,7.956574707031250000e+03,7.453239440917968750e+01,5.969533443450927734e+00,9.000000000000000000e+01,3.550000000000000000e+02
2.152740478515625000e+00,2.247220420837402344e+01,3.000000000000000000e+00,1.334982514381408691e-01,8.115803003311157227e-01,1.128648817539215088e-01,1.091929149627685547e+01,3.841969728469848633e+00,1.403198852539062500e+03,1.398031463623046875e+02,3.323992490768432617e-01,9.617913055419921875e+01,4.662310028076171875e+01,1.194893457031250000e+04,1.398031463623046875e+02,2.990751981735229492e+00,1.720000000000000000e+02,5.080000000000000000e+02
1.756381273269653320e+00,2.102379608154296875e+01,9.219544410705566406e+00,4.385290145874023438e-01,3.691831231117248535e-01,1.200365740805864334e-02,1.336875820159912109e+01,4.021384716033935547e+00,1.713895019531250000e+03,1.360486602783203125e+02,2.915211021900177002e-01,1.039321365356445312e+02,4.456345748901367188e+01,1.297799707031250000e+04,1.360486602783203125e+02,2.255419731140136719e+00,1.740000000000000000e+02,7.810000000000000000e+02
